date,code,close,high,low,volume,topix_close
2025-01-24,90002,1479.0,1500.6,1463.6,122816,2508.82
2025-01-27,90002,1489.6,1499.9,1462.7,202074,2496.55
2025-01-28,90002,1481.0,1489.5,1457.8,316437,2502.7
2025-01-29,90002,1449.3,1471.0,1439.5,151607,2488.97
2025-01-30,90002,1439.0,1454.1,1417.5,206697,2502.75
2025-01-31,90002,1420.5,1443.8,1388.8,68762,2502.62
2025-02-03,90002,1396.2,1428.3,1372.0,177564,2500.47
2025-02-04,90002,1425.5,1433.3,1407.2,161320,2490.9
2025-02-05,90002,1430.4,1463.3,1416.9,135163,2509.87
2025-02-06,90002,1437.1,1469.8,1431.3,262818,2508.17
2025-02-07,90002,1431.9,1462.1,1421.0,160576,2502.35
2025-02-10,90002,1429.1,1452.7,1425.9,169159,2497.7
2025-02-11,90002,1445.9,1469.4,1410.2,157738,2506.31
2025-02-12,90002,1445.5,1469.7,1435.3,92026,2512.44
2025-02-13,90002,1454.9,1481.0,1424.8,121117,2519.3
2025-02-14,90002,1451.7,1455.2,1443.2,251977,2526.46
2025-02-17,90002,1445.9,1480.7,1433.6,86010,2559.77
2025-02-18,90002,1421.9,1443.9,1405.4,137654,2554.17
2025-02-19,90002,1388.7,1416.4,1375.6,156499,2546.97
2025-02-20,90002,1384.5,1399.3,1356.3,331366,2535.2
2025-02-21,90002,1385.6,1388.8,1352.3,235560,2545.22
2025-02-24,90002,1364.6,1383.3,1334.4,148108,2563.16
2025-02-25,90002,1364.2,1382.8,1356.6,284159,2562.05
2025-02-26,90002,1365.2,1381.7,1338.1,138903,2549.81
2025-02-27,90002,1330.5,1343.6,1323.3,256246,2537.86
2025-02-28,90002,1316.1,1326.3,1285.9,111871,2548.42
2025-03-03,90002,1322.7,1341.4,1304.3,262066,2560.45
2025-03-04,90002,1329.1,1343.2,1316.1,156148,2569.45
2025-03-05,90002,1310.9,1342.8,1303.6,125584,2559.85
2025-03-06,90002,1313.6,1321.4,1310.6,166826,2564.06
2025-03-07,90002,1330.0,1342.4,1319.7,198348,2566.5
2025-03-10,90002,1342.6,1354.4,1311.7,151380,2570.51
2025-03-11,90002,1341.2,1360.7,1313.9,218511,2584.63
2025-03-12,90002,1333.9,1351.9,1301.4,146776,2588.75
2025-03-13,90002,1324.0,1346.2,1318.3,223651,2599.97
2025-03-14,90002,1331.6,1363.4,1310.8,210131,2601.67
2025-03-17,90002,1334.9,1346.3,1324.3,176202,2606.84
2025-03-18,90002,1345.2,1369.3,1325.7,154234,2617.39
2025-03-19,90002,1347.5,1350.9,1334.8,189804,2595.25
2025-03-20,90002,1360.9,1371.9,1349.3,218229,2590.93
2025-03-21,90002,1362.6,1379.9,1341.9,370401,2584.27
2025-03-24,90002,1375.7,1379.4,1367.1,250073,2575.03
2025-03-25,90002,1390.3,1412.8,1372.5,253294,2571.42
2025-03-26,90002,1377.1,1401.4,1353.8,530561,2595.24
2025-03-27,90002,1347.7,1373.6,1341.1,215625,2582.44
2025-03-28,90002,1373.1,1392.1,1340.9,213274,2598.13
2025-03-31,90002,1377.5,1399.4,1358.7,230295,2572.68
2025-04-01,90002,1349.6,1364.6,1321.5,126446,2568.15
2025-04-02,90002,1338.2,1342.2,1315.4,154098,2571.3
2025-04-03,90002,1350.9,1356.7,1326.1,150776,2581.01
2025-04-04,90002,1346.5,1369.5,1321.6,225793,2592.7
2025-04-07,90002,1338.4,1371.7,1308.8,169354,2605.72
2025-04-08,90002,1361.3,1364.5,1339.3,188922,2600.92
2025-04-09,90002,1344.4,1364.4,1333.1,263371,2594.37
2025-04-10,90002,1331.8,1357.4,1326.1,243486,2608.41
2025-04-11,90002,1335.3,1363.4,1314.0,170094,2606.07
2025-04-14,90002,1341.7,1361.2,1337.0,142374,2586.84
2025-04-15,90002,1349.9,1371.9,1339.7,267816,2569.95
2025-04-16,90002,1364.9,1389.5,1360.3,235996,2556.45
2025-04-17,90002,1368.3,1398.1,1348.3,102592,2564.73
2025-04-18,90002,1376.6,1383.2,1368.7,161314,2567.57
2025-04-21,90002,1372.5,1404.4,1350.4,190735,2578.87
2025-04-22,90002,1373.7,1377.2,1345.9,236405,2572.91
2025-04-23,90002,1375.6,1404.8,1346.8,247520,2576.0
2025-04-24,90002,1379.3,1384.5,1366.7,198804,2586.34
2025-04-25,90002,1392.3,1401.3,1372.0,220918,2582.19
2025-04-28,90002,1401.8,1404.7,1380.8,184086,2589.92
2025-04-29,90002,1402.7,1419.9,1384.7,142182,2580.3
2025-04-30,90002,1389.3,1402.8,1365.6,164270,2575.33
2025-05-01,90002,1390.6,1398.7,1381.1,181200,2570.08
2025-05-02,90002,1390.3,1407.5,1356.2,177828,2552.34
2025-05-05,90002,1393.7,1409.4,1387.8,93037,2560.45
2025-05-06,90002,1431.3,1459.4,1401.1,156622,2553.89
2025-05-07,90002,1422.5,1454.6,1400.2,183576,2554.72
2025-05-08,90002,1429.9,1454.2,1419.0,163118,2562.74
2025-05-09,90002,1448.5,1455.6,1420.8,165102,2570.26
2025-05-12,90002,1450.4,1463.1,1444.7,213524,2581.18
2025-05-13,90002,1491.8,1526.2,1462.3,123386,2580.31
2025-05-14,90002,1485.3,1491.3,1462.1,101813,2574.4
2025-05-15,90002,1491.2,1508.2,1484.4,159349,2573.82
2025-05-16,90002,1477.2,1512.2,1471.5,235190,2548.53
2025-05-19,90002,1471.1,1506.2,1442.8,324926,2527.13
2025-05-20,90002,1475.7,1492.6,1462.8,236678,2507.78
2025-05-21,90002,1491.0,1516.8,1457.5,107669,2493.44
2025-05-22,90002,1496.9,1515.6,1467.6,165940,2500.05
2025-05-23,90002,1519.8,1549.2,1492.4,196916,2487.13
2025-05-26,90002,1518.3,1522.4,1505.5,191543,2482.11
2025-05-27,90002,1512.4,1520.5,1484.7,217394,2502.16
2025-05-28,90002,1562.5,1587.7,1525.3,130580,2497.44
2025-05-29,90002,1570.1,1581.6,1563.6,184138,2509.15
2025-05-30,90002,1556.8,1583.7,1542.0,208527,2495.75
2025-06-02,90002,1544.0,1559.6,1532.6,240312,2493.3
2025-06-03,90002,1526.9,1561.1,1510.0,135769,2479.75
2025-06-04,90002,1544.3,1576.5,1514.8,159517,2475.33
2025-06-05,90002,1537.7,1558.3,1517.9,69868,2488.47
2025-06-06,90002,1540.3,1570.7,1517.0,144813,2463.42
2025-06-09,90002,1539.3,1552.0,1525.1,149816,2470.47
2025-06-10,90002,1553.1,1573.8,1544.9,125977,2474.62
2025-06-11,90002,1537.5,1547.6,1525.0,190741,2466.43
2025-06-12,90002,1518.0,1551.1,1485.0,176509,2445.73
2025-06-13,90002,1522.3,1554.1,1498.1,81632,2447.4
2025-06-16,90002,1533.5,1568.4,1517.1,194102,2440.25
2025-06-17,90002,1539.8,1574.0,1508.7,130066,2444.27
2025-06-18,90002,1525.1,1561.8,1519.8,213352,2445.2
2025-06-19,90002,1537.7,1548.9,1525.7,114928,2469.43
2025-06-20,90002,1524.2,1560.0,1513.1,181900,2466.5
2025-06-23,90002,1514.9,1537.9,1477.6,163016,2452.02
2025-06-24,90002,1498.0,1515.6,1470.7,200145,2455.27
2025-06-25,90002,1521.8,1544.4,1497.1,188029,2459.13
2025-06-26,90002,1533.6,1548.7,1530.3,164621,2479.88
2025-06-27,90002,1544.9,1558.3,1535.3,105136,2492.96
2025-06-30,90002,1568.4,1580.3,1542.4,107332,2498.93
2025-07-01,90002,1622.5,1628.8,1605.1,146730,2521.6
2025-07-02,90002,1589.7,1611.1,1552.7,179479,2504.3
2025-07-03,90002,1575.9,1611.2,1545.0,145484,2495.33
2025-07-04,90002,1564.5,1590.3,1545.2,224030,2482.12
2025-07-07,90002,1548.8,1570.4,1519.0,163241,2476.94
2025-07-08,90002,1529.0,1547.2,1491.7,128406,2457.18
2025-07-09,90002,1523.7,1543.1,1504.5,163305,2467.18
2025-07-10,90002,1501.8,1512.1,1476.6,194806,2464.5
2025-07-11,90002,1508.1,1539.6,1473.2,201676,2443.46
2025-07-14,90002,1509.2,1519.1,1497.5,347369,2429.23
2025-07-15,90002,1518.1,1546.2,1484.1,142428,2434.41
2025-07-16,90002,1527.6,1557.3,1521.1,175429,2447.29
2025-07-17,90002,1538.8,1562.3,1512.8,208951,2477.41
2025-07-18,90002,1532.1,1565.6,1501.5,178530,2521.73
2025-07-21,90002,1571.8,1585.5,1546.5,151069,2528.64
2025-07-22,90002,1576.4,1611.6,1555.3,104659,2514.3
2025-07-23,90002,1541.8,1570.7,1516.8,150530,2482.96
2025-07-24,90002,1523.5,1554.6,1515.2,123613,2487.58
2025-07-25,90002,1492.2,1518.0,1481.8,98361,2476.09
2025-07-28,90002,1492.7,1524.8,1480.5,136246,2470.55
2025-07-29,90002,1490.7,1527.7,1467.2,124770,2462.11
2025-07-30,90002,1482.5,1499.8,1464.5,220805,2460.64
2025-07-31,90002,1518.9,1550.4,1507.4,222146,2477.05
2025-08-01,90002,1529.2,1558.4,1495.0,131183,2480.0
2025-08-04,90002,1542.7,1561.9,1526.4,164330,2478.26
2025-08-05,90002,1525.8,1561.3,1507.1,93932,2463.53
2025-08-06,90002,1507.8,1524.5,1490.5,151401,2439.51
2025-08-07,90002,1508.6,1531.2,1499.3,206975,2433.01
2025-08-08,90002,1511.9,1518.6,1483.5,240251,2432.83
2025-08-11,90002,1478.8,1489.4,1460.6,140244,2459.39
2025-08-12,90002,1475.8,1507.3,1472.3,260110,2461.93
2025-08-13,90002,1476.2,1492.6,1440.5,105896,2477.11
2025-08-14,90002,1472.6,1488.9,1442.0,116313,2470.32
2025-08-15,90002,1458.4,1469.6,1431.3,230750,2453.43
2025-08-18,90002,1449.2,1468.5,1417.3,323063,2439.87
2025-08-19,90002,1446.3,1476.0,1413.2,213931,2429.89
2025-08-20,90002,1448.1,1480.8,1433.9,177476,2461.73
2025-08-21,90002,1458.8,1464.0,1435.4,83482,2450.24
2025-08-22,90002,1478.0,1500.5,1454.3,88685,2463.22
2025-08-25,90002,1473.0,1491.7,1461.0,188340,2450.52
2025-08-26,90002,1465.1,1488.7,1454.7,158798,2464.87
2025-08-27,90002,1473.0,1491.1,1466.2,122231,2471.19
2025-08-28,90002,1484.0,1500.6,1458.5,184176,2469.48
2025-08-29,90002,1476.5,1495.4,1447.0,187401,2469.5
2025-09-01,90002,1490.7,1513.7,1461.6,250510,2460.43
2025-09-02,90002,1508.5,1528.9,1494.5,188814,2467.64
2025-09-03,90002,1532.3,1552.0,1522.0,276689,2461.53
2025-09-04,90002,1565.5,1598.1,1546.1,180504,2444.1
2025-09-05,90002,1549.5,1579.2,1526.9,172878,2426.04
2025-09-08,90002,1550.0,1565.2,1514.1,261246,2429.16
2025-09-09,90002,1550.3,1582.0,1516.1,127804,2452.9
2025-09-10,90002,1548.7,1582.2,1513.0,482033,2455.87
2025-09-11,90002,1536.9,1545.4,1503.7,205264,2454.74
2025-09-12,90002,1509.9,1533.2,1473.4,205664,2459.56
2025-09-15,90002,1511.8,1524.7,1492.6,216316,2479.53
2025-09-16,90002,1498.1,1526.5,1493.4,347218,2483.42
2025-09-17,90002,1499.8,1511.0,1493.9,237539,2477.92
2025-09-18,90002,1485.8,1511.7,1469.4,102635,2495.05
2025-09-19,90002,1466.4,1478.0,1454.8,294174,2502.1
2025-09-22,90002,1470.8,1491.0,1462.1,159755,2525.9
2025-09-23,90002,1473.6,1508.7,1438.3,186878,2529.31
2025-09-24,90002,1484.1,1500.0,1474.4,115032,2511.42
2025-09-25,90002,1523.7,1557.4,1487.0,216399,2491.51
2025-09-26,90002,1528.9,1566.7,1499.1,143305,2516.94
2025-09-29,90002,1538.1,1572.1,1512.3,186422,2543.74
2025-09-30,90002,1518.5,1527.3,1491.8,162962,2541.64
2025-10-01,90002,1495.4,1526.6,1481.0,353085,2536.44
2025-10-02,90002,1524.2,1528.4,1498.5,360231,2559.42
2025-10-03,90002,1507.6,1524.3,1498.1,182954,2543.11
2025-10-06,90002,1489.0,1521.8,1453.9,184076,2530.13
2025-10-07,90002,1488.5,1515.1,1475.2,157945,2540.55
2025-10-08,90002,1487.1,1508.3,1475.4,265087,2535.17
2025-10-09,90002,1471.2,1487.3,1444.2,160426,2535.73
2025-10-10,90002,1466.0,1496.4,1441.0,155320,2533.88
2025-10-13,90002,1488.0,1515.3,1469.6,253525,2539.65
2025-10-14,90002,1473.9,1492.7,1449.5,149090,2561.83
2025-10-15,90002,1449.6,1482.2,1441.4,177637,2563.86
2025-10-16,90002,1466.3,1476.9,1440.6,103492,2574.43
2025-10-17,90002,1475.1,1483.9,1463.0,230309,2543.59
2025-10-20,90002,1464.4,1488.9,1452.2,355050,2543.48
2025-10-21,90002,1437.0,1472.0,1428.8,231686,2531.28
2025-10-22,90002,1424.4,1435.3,1410.6,300241,2513.46
2025-10-23,90002,1423.6,1434.6,1409.9,133863,2500.88
2025-10-24,90002,1443.8,1451.4,1425.9,195521,2496.5
2025-10-27,90002,1426.2,1457.2,1417.1,129392,2510.88
2025-10-28,90002,1424.9,1435.2,1415.7,166207,2491.6
2025-10-29,90002,1436.7,1456.2,1415.9,235858,2492.68
2025-10-30,90002,1396.3,1431.0,1389.4,186530,2486.07
2025-10-31,90002,1413.9,1417.2,1388.7,109785,2481.81
2025-11-03,90002,1394.2,1414.8,1361.1,113601,2497.41
2025-11-04,90002,1399.9,1419.2,1383.4,111002,2506.11
2025-11-05,90002,1404.2,1433.1,1372.3,213783,2526.94
2025-11-06,90002,1422.8,1437.3,1416.7,370672,2525.23
2025-11-07,90002,1432.4,1448.8,1428.1,289981,2515.33
2025-11-10,90002,1392.3,1400.5,1366.4,92699,2512.58
2025-11-11,90002,1379.4,1405.7,1352.5,295992,2516.87
2025-11-12,90002,1381.9,1409.6,1352.3,249809,2520.17
2025-11-13,90002,1378.8,1385.9,1374.2,104805,2504.45
2025-11-14,90002,1386.9,1402.2,1359.3,161876,2506.44
2025-11-17,90002,1400.3,1431.8,1385.3,264116,2510.5
2025-11-18,90002,1410.7,1413.6,1398.0,218242,2549.35
2025-11-19,90002,1407.2,1419.7,1398.8,113837,2578.86
2025-11-20,90002,1376.6,1396.9,1342.3,222898,2566.33
2025-11-21,90002,1369.2,1382.5,1364.5,85185,2562.55
2025-11-24,90002,1376.3,1387.6,1347.3,166495,2540.79
2025-11-25,90002,1358.5,1375.6,1335.8,268068,2532.43
2025-11-26,90002,1369.0,1377.5,1343.1,181162,2537.86
2025-11-27,90002,1384.2,1403.8,1358.8,151158,2556.93
2025-11-28,90002,1386.5,1411.8,1356.3,245728,2546.41
2025-12-01,90002,1336.6,1356.9,1328.3,253184,2537.07
2025-12-02,90002,1316.4,1321.8,1313.7,284709,2505.22
2025-12-03,90002,1346.7,1375.5,1325.5,244441,2503.4
2025-12-04,90002,1338.1,1346.1,1324.5,262811,2488.11
2025-12-05,90002,1306.7,1332.3,1300.4,232635,2480.84
2025-12-08,90002,1326.4,1340.1,1318.1,197530,2468.44
2025-12-09,90002,1326.8,1353.3,1314.0,185728,2467.66
2025-12-10,90002,1344.6,1353.7,1339.8,165656,2442.38
2025-12-11,90002,1349.3,1357.8,1344.8,117757,2421.59
2025-12-12,90002,1356.9,1375.1,1325.6,128843,2453.33
2025-12-15,90002,1363.0,1366.7,1350.5,163081,2435.06
2025-12-16,90002,1374.6,1384.5,1340.8,195872,2419.7
2025-12-17,90002,1412.8,1439.2,1378.7,298044,2447.13
2025-12-18,90002,1429.6,1460.0,1422.0,177385,2490.78
2025-12-19,90002,1402.9,1408.3,1377.0,255743,2473.95
2025-12-22,90002,1410.6,1442.0,1388.3,262622,2469.1
2025-12-23,90002,1430.2,1459.3,1404.6,165993,2474.79
2025-12-24,90002,1451.2,1483.1,1445.1,221649,2501.22
2025-12-25,90002,1444.0,1470.0,1434.8,165293,2487.07
2025-12-26,90002,1464.5,1490.1,1459.0,285917,2484.04
2025-12-29,90002,1481.0,1501.9,1457.5,224865,2496.27
2025-12-30,90002,1527.6,1553.6,1489.9,118662,2503.42
2025-12-31,90002,1514.1,1549.2,1487.7,190469,2498.4
2026-01-01,90002,1505.1,1511.6,1477.5,320472,2497.02
2026-01-02,90002,1499.8,1513.7,1462.8,168937,2477.12
2026-01-05,90002,1491.2,1496.6,1464.9,210536,2474.2
2026-01-06,90002,1475.5,1510.5,1471.2,217895,2470.87
2026-01-07,90002,1427.6,1445.0,1396.2,125228,2474.93
2026-01-08,90002,1420.3,1445.2,1405.6,215229,2467.32
2026-01-09,90002,1426.8,1457.2,1423.8,110510,2474.93
2026-01-12,90002,1418.5,1453.7,1399.2,144602,2490.63
2026-01-13,90002,1452.0,1460.4,1417.8,262292,2493.58
2026-01-14,90002,1452.5,1482.1,1441.0,203939,2499.47
2026-01-15,90002,1475.3,1508.4,1455.7,161804,2500.9
2026-01-16,90002,1480.1,1484.7,1471.2,210443,2501.52
2026-01-19,90002,1495.1,1524.0,1490.1,176253,2491.34
2026-01-20,90002,1500.3,1515.5,1494.5,180794,2496.7
2026-01-21,90002,1525.3,1551.1,1496.7,226522,2495.87
2026-01-22,90002,1526.5,1547.6,1493.1,139543,2528.04
2026-01-23,90002,1535.8,1548.0,1527.7,182559,2552.66
2026-01-26,90002,1542.7,1550.6,1529.4,161364,2559.21
2026-01-27,90002,1537.6,1544.8,1527.6,103337,2548.16
2026-01-28,90002,1545.3,1552.0,1541.2,130424,2531.84
2026-01-29,90002,1587.5,1613.9,1564.1,311633,2550.64
2026-01-30,90002,1582.5,1598.5,1553.9,205945,2555.3
2026-02-02,90002,1049.8,1057.2,1032.1,113261,2563.31
2026-02-03,90002,1065.9,1085.0,1054.3,104986,2537.26
2026-02-04,90002,1080.8,1100.0,1064.8,173070,2552.05
2026-02-05,90002,1081.0,1096.6,1076.5,310869,2559.66
2026-02-06,90002,1050.7,1075.4,1044.9,168610,2543.3
2026-02-09,90002,1057.3,1068.8,1032.6,284407,2536.75
2026-02-10,90002,1029.7,1051.5,1009.6,203594,2541.4
2026-02-11,90002,1048.1,1052.0,1023.8,212277,2542.84
2026-02-12,90002,1050.4,1070.4,1026.1,112781,2539.02
2026-02-13,90002,1063.2,1089.5,1045.2,249907,2538.08
2026-02-16,90002,1051.9,1074.5,1027.3,160089,2534.87
2026-02-17,90002,1032.6,1048.4,1020.6,243481,2537.83
2026-02-18,90002,1035.9,1052.9,1033.8,135368,2560.98
2026-02-19,90002,1035.6,1046.1,1032.1,191506,2522.47
2026-02-20,90002,1029.7,1047.8,1025.0,203600,2519.52
2026-02-23,90002,1030.9,1051.2,1026.5,170552,2522.82
2026-02-24,90002,1065.8,1092.4,1055.0,207378,2527.93
2026-02-25,90002,1076.6,1091.0,1057.1,163975,2522.93
2026-02-26,90002,1090.4,1094.1,1068.4,143421,2497.1
2026-02-27,90002,1101.7,1119.0,1084.5,315726,2502.65
2026-03-02,90002,1121.5,1126.8,1115.5,259846,2529.35
2026-03-03,90002,1119.1,1127.6,1097.6,137917,2506.81
2026-03-04,90002,1092.0,1102.4,1080.9,219622,2520.46
2026-03-05,90002,1089.6,1110.1,1087.1,138797,2516.13
2026-03-06,90002,1100.4,1107.3,1091.1,118904,2515.83
2026-03-09,90002,1087.8,1094.2,1077.4,258472,2500.61
2026-03-10,90002,1085.7,1089.0,1076.6,99138,2496.22
2026-03-11,90002,1076.8,1100.6,1054.6,248975,2516.4
2026-03-12,90002,1096.5,1116.2,1075.2,164762,2525.84
2026-03-13,90002,1106.6,1109.8,1086.7,167153,2552.87
2026-03-16,90002,1115.4,1118.3,1109.6,207757,2571.61
2026-03-17,90002,1123.9,1140.6,1100.7,220605,2579.04
2026-03-18,90002,1123.5,1133.1,1103.8,134792,2606.82
2026-03-19,90002,1126.3,1144.0,1119.0,231403,2614.35
2026-03-20,90002,1110.5,1123.9,1091.8,187285,2628.03
2026-03-23,90002,1081.9,1107.0,1067.7,115970,2624.01
2026-03-24,90002,1084.0,1093.3,1070.9,169609,2625.72
2026-03-25,90002,1088.3,1107.5,1083.4,291898,2615.41
2026-03-26,90002,1104.4,1108.0,1089.0,323683,2631.64
2026-03-27,90002,1125.5,1152.5,1120.7,231372,2613.75
2026-03-30,90002,1147.1,1175.3,1140.5,118668,2626.71
2026-03-31,90002,1133.6,1155.1,1127.8,213720,2624.36
2026-04-01,90002,1128.9,1143.3,1101.9,242440,2643.53
2026-04-02,90002,1135.6,1143.6,1125.9,232050,2656.13
2026-04-03,90002,1170.8,1195.0,1158.8,236912,2685.97
2026-04-06,90002,1191.9,1214.4,1180.7,204404,2698.45
2026-04-07,90002,1208.1,1216.7,1180.8,175495,2673.79
2026-04-08,90002,1202.7,1217.6,1184.7,145478,2673.38
2026-04-09,90002,1190.1,1205.2,1162.6,92636,2655.31
2026-04-10,90002,1201.6,1226.8,1190.9,202721,2647.73
2026-04-13,90002,1186.0,1207.0,1180.5,192111,2672.52
2026-04-14,90002,1182.7,1202.6,1165.2,218789,2683.43
2026-04-15,90002,1181.2,1201.3,1169.5,112709,2672.87
2026-04-16,90002,1204.2,1214.1,1179.6,225588,2657.32
2026-04-17,90002,1199.2,1211.9,1172.6,369461,2658.51
2026-04-20,90002,1164.8,1168.3,1149.8,185010,2639.84
2026-04-21,90002,1172.0,1195.5,1143.4,176156,2629.88
2026-04-22,90002,1162.3,1176.2,1145.2,200558,2635.47
2026-04-23,90002,1163.1,1177.1,1153.5,366601,2654.47
2026-04-24,90002,1162.0,1170.9,1146.6,125798,2664.85
2026-04-27,90002,1158.3,1166.2,1155.0,193268,2629.12
2026-04-28,90002,1169.5,1187.6,1145.5,136057,2634.58
2026-04-29,90002,1148.3,1156.8,1143.3,148636,2636.38
2026-04-30,90002,1141.4,1145.3,1131.0,176902,2643.6
2026-05-01,90002,1150.9,1173.5,1133.6,288449,2670.02
2026-05-04,90002,1144.0,1156.2,1140.6,338087,2637.83
2026-05-05,90002,1123.6,1135.7,1119.3,210567,2629.15
2026-05-06,90002,1134.2,1147.7,1113.8,157771,2639.15
2026-05-07,90002,1151.1,1175.0,1146.9,430701,2614.88
2026-05-08,90002,1152.1,1162.9,1137.1,154982,2638.8
2026-05-11,90002,1126.8,1148.7,1115.8,147386,2645.3
2026-05-12,90002,1137.9,1164.8,1129.7,96710,2659.43
2026-05-13,90002,1117.0,1136.2,1109.9,293415,2651.0
2026-05-14,90002,1122.6,1136.0,1100.6,252608,2664.64
2026-05-15,90002,889.8,906.9,868.5,419552,2682.45
2026-05-18,90002,878.6,889.7,874.1,110677,2686.87
2026-05-19,90002,875.1,885.3,854.1,299860,2691.33
2026-05-20,90002,874.4,886.7,860.7,184473,2696.37
2026-05-21,90002,868.8,876.9,854.2,238672,2683.11
2026-05-22,90002,876.2,880.0,860.1,101112,2681.41
2026-05-25,90002,872.6,882.7,856.7,300902,2679.62
2026-05-26,90002,884.1,888.4,865.7,237042,2686.47
2026-05-27,90002,888.3,898.5,876.6,177565,2703.31
2026-05-28,90002,882.1,895.1,869.4,225596,2686.86
2026-05-29,90002,874.1,894.6,865.8,137693,2685.52
2026-06-01,90002,858.1,860.6,854.3,146958,2710.17
2026-06-02,90002,862.2,876.3,847.4,153047,2698.78
2026-06-03,90002,859.7,870.5,857.4,94113,2686.17
2026-06-04,90002,836.6,838.7,829.7,243367,2690.11
2026-06-05,90002,832.4,838.9,829.0,273148,2704.45
2026-06-08,90002,824.6,828.4,819.3,140820,2705.31
2026-06-09,90002,841.4,847.3,827.4,203329,2727.65
2026-06-10,90002,825.4,832.3,811.8,164024,2742.39
2026-06-11,90002,812.3,821.4,802.9,201916,2756.97
2026-06-12,90002,824.3,836.0,821.0,144503,2766.84
2026-06-15,90002,839.0,840.6,828.9,132126,2806.46
2026-06-16,90002,832.6,837.4,824.2,260130,2803.7
2026-06-17,90002,827.4,830.8,812.0,176020,2770.89
2026-06-18,90002,834.6,846.8,821.8,365291,2798.39
2026-06-19,90002,812.6,820.4,801.8,182941,2791.42
2026-06-22,90002,795.8,807.4,785.2,130168,2793.92
2026-06-23,90002,794.1,799.8,774.9,276548,2816.67
2026-06-24,90002,810.1,812.2,794.3,224468,2790.42
2026-06-25,90002,806.9,825.9,796.0,232145,2770.23
2026-06-26,90002,808.9,812.6,798.4,273053,2744.43
2026-06-29,90002,821.0,825.0,818.9,143233,2732.07
2026-06-30,90002,843.1,847.7,823.2,172158,2739.97
2026-07-01,90002,838.4,859.0,830.6,169516,2749.29
2026-07-02,90002,839.4,853.0,832.7,114571,2754.54
2026-07-03,90002,859.0,872.7,837.5,164136,2731.97
2026-07-06,90002,844.5,865.4,828.9,287346,2695.04
2026-07-07,90002,856.1,859.5,853.4,195590,2696.59
2026-07-08,90002,846.8,867.4,843.9,112374,2689.64
2026-07-09,90002,848.9,854.6,846.7,104419,2697.74
2026-07-10,90002,847.5,861.4,834.2,322346,2709.8
2026-07-13,90002,838.9,848.7,835.8,174398,2712.73
2026-07-14,90002,830.2,839.1,810.6,143504,2725.81
2026-07-15,90002,833.9,853.5,814.3,163540,2730.24
2026-07-16,90002,845.0,849.7,832.7,107329,2739.62
2026-07-17,90002,844.8,865.8,831.1,296201,2728.75
2026-07-20,90002,846.6,855.7,839.2,156865,2726.49
2026-07-21,90002,853.5,867.9,850.6,290483,2730.39
2026-07-22,90002,844.7,865.2,828.6,183283,2744.56
2026-07-23,90002,853.3,856.2,849.6,296869,2738.76
2026-07-24,90002,862.8,882.9,859.4,196920,2748.03
2026-07-27,90002,891.4,904.7,883.2,242642,2744.33
2026-07-28,90002,888.5,904.6,886.4,231513,2743.09
2026-07-29,90002,884.7,889.5,874.1,223879,2757.46
2026-07-30,90002,894.0,906.8,877.7,203310,2725.36
2026-07-31,90002,904.0,919.8,885.5,165912,2704.92
2025-01-06,90003,2247.4,2272.4,2224.1,113637,2505.2
2025-01-07,90003,2225.7,2262.8,2177.8,107526,2490.24
2025-01-08,90003,2226.3,2243.5,2212.1,66365,2502.1
2025-01-09,90003,2227.2,2232.7,2180.7,92766,2516.89
2025-01-10,90003,2237.7,2263.0,2229.1,65693,2488.22
2025-01-13,90003,2227.7,2259.6,2198.2,80110,2469.48
2025-01-14,90003,2236.0,2264.1,2227.6,191238,2471.99
2025-01-15,90003,2232.4,2286.2,2193.1,93065,2467.92
2025-01-16,90003,2194.4,2234.5,2150.1,59392,2468.29
2025-01-17,90003,2195.2,2249.9,2147.9,95863,2456.3
2025-01-20,90003,2169.3,2188.4,2116.0,56074,2469.91
2025-01-21,90003,2128.9,2171.8,2091.7,59154,2482.09
2025-01-22,90003,2132.6,2164.1,2090.6,62515,2483.69
2025-01-23,90003,2144.6,2179.1,2115.4,77038,2501.17
2025-01-24,90003,2157.6,2210.9,2108.0,124929,2508.82
2025-01-27,90003,2171.7,2208.7,2135.2,110194,2496.55
2025-01-28,90003,2126.5,2174.7,2079.0,108078,2502.7
2025-01-29,90003,2095.4,2134.6,2079.9,61263,2488.97
2025-01-30,90003,2142.0,2152.5,2113.2,74466,2502.75
2025-01-31,90003,2118.0,2156.3,2078.2,98989,2502.62
2025-02-03,90003,2132.8,2160.8,2118.6,72233,2500.47
2025-02-04,90003,2117.2,2166.2,2102.7,81645,2490.9
2025-02-05,90003,2119.6,2163.2,2067.7,105034,2509.87
2025-02-06,90003,2105.4,2114.7,2080.2,79657,2508.17
2025-02-07,90003,2119.0,2129.8,2105.9,97410,2502.35
2025-02-10,90003,2122.7,2130.4,2102.3,157160,2497.7
2025-02-11,90003,2112.8,2141.0,2089.3,84746,2506.31
2025-02-12,90003,2089.1,2097.1,2055.0,135989,2512.44
2025-02-13,90003,2095.8,2134.8,2047.1,109463,2519.3
2025-02-14,90003,2068.5,2098.9,2017.4,53853,2526.46
2025-02-17,90003,2078.8,2122.9,2043.5,61194,2559.77
2025-02-18,90003,2140.3,2158.3,2101.5,67225,2554.17
